category	repo	stars	note
audio	LiamElmore/CharsMiditoRobloxPianoPlayer	1	I made a MIDI player that converts midis to cvs files then reads them to convert them to roblox piano presses.
audio	Machooto/GPO-Boss-Spawn-Timer	1	GPO-Boss-Spawn-Timer A real-time boss spawn timer for the roblox game Grand Piece Online, featuring notifications and sound alerts.
audio	mateocallec/vc-ban-monitor	1	VC Ban Monitor is a Chrome extension for Roblox that displays your voice chat ban status and a countdown timer.
audio	metauni/songspires	1	An experiment in generative art and music in Roblox
audio	nexpid-labs/ocmusic-v2-browser	1	The Obby Creator Music Browser, Version 2. Manually ported from Roblox Studio.
audio	OpacityB/Abo	1	Just a simple hit count with sound and custom cfg for Advanced Ragdoll Fighting roblox game
audio	Paryx-games/sheet-player	1	An automatic piano sheet player, built mainly for Jujutsu Shenanigans on Roblox but compatible with MOST* visual pianos.
audio	pftq/Roblox-Batch-Audio-Uploader	1	Script for batch-uploading songs to Roblox for others to use.
audio	Posetcoder/Give-Me-OOF	1	An application with changes the roblox death sound back to OOF.
audio	ProjectBoring/boomboxhubv3	1	We have open sourced this project, as due to the current state of Roblox Audios, it is no longer worth maintaining or selling. The audio decoder will still r...
audio	Pyscodes-pro/Melvin-Pro-Supreme-v4.2	1	Sesuai namanya, tool sederhana ini saya buat untuk membantu teman-teman creator di Roblox yang sering kesulitan saat ingin upload audio/musik tapi terus-mene...
audio	RainBryan/PianoPlayer	1	Roblox piano automation. Drop in a sheet or MIDI file, hit play.
audio	ReTurnRbx/Kill_Sounds	1	Kill Sounds IDs For Roblox
audio	ROCKYANDTHEPAWPATROL20/Advanced-MIDI-Keyboard-Simulator	1	An advanced MIDI keyboard simulator that plays your MIDI files specifically for the Roblox server, "Visual Pianos".
audio	rodrigoaaron164-ui/RobloxMusicSystem	1	Professional Roblox Music System
audio	RussianGMD/MIDI-To-Qwerty	1	Easy Powerful Program, That Convert MIDI To QWERTY Piano Roblox!
audio	sanguine6660/VirtualPianoRobloxPlayer	1	VirtualPianoRobloxPlayer - A Virtual Piano Sheets Piano Player designed for Roblox supporting multiple Virtual Piano File Types
audio	SegoGithub/oof-is-back-autostart	1	An app that runs on startup that prevents Roblox updates from replacing the oof sound. (Used by oof-is-back)
audio	Shelementyevv/ble-midi-bridge	1	The first tool that lets a Bluetooth piano play in Roblox — plus a solid Bluetooth/USB MIDI bridge for Synthesia, DAWs, and MIDI files.
audio	ShortAspect/Audiocue	1	A Short Aspect plugin made to sync subtitle files to Roblox
audio	someguy537/A-bunch-of-MIDI-files	1	Midi files for TWW on roblox
audio	spectronal/Spotify-UI	1	A modern Roblox UI library written in Luau, inspired by Spotify's dark, clean look.
audio	Stefanuk12/ROBLOX-Audio-Scheduler	1	Schedule when to upload an audio!
audio	Stevontavius/3kliksphillip-music-kit-cbro	1	Heading for the source but in ROBLOX????????
audio	strivingforperfection/RobloxMusicPlayer	1	A music player for Roblox that runs on the client, so that means that every song is started when the player joins.
audio	sujalchan/ran-simulation	1	RAN Network Simulator is an educational Roblox experience developed for the 2degrees ShadowTech programme. The project introduces Year 9–11 students to the b...
audio	Tamasina07/LuigiBlox	1	A modification of the Roblox 2008 Client to replace the character and sounds to Luigi
audio	TominoCZ/Sound-Space-Map-Editor-Web	1	A web version of a level editor for the game Sound Space: https://www.roblox.com/games/2677609345/Sound-Space
audio	Ukrubojvo/MidiPlayer	1	Supports all piano games exclusively for Roblox
audio	UpliftGames/rbx-character-sounds	1	Packaged format of the Roblox RbxCharacterSounds for use with Wally
audio	V-0ID/Roblox-Spotify-Miniplayer	1	the goal of this repo is to document the changes/development of the spotify miniplayer I have created as a hobby, this is only a side project as I plan to ev...
audio	VECTORG99/3d-tools	1	Asset creation pipeline for Herne — The Wild Hunt. Low-poly 3D models, audio, textures, animations → Roblox Open Cloud.
audio	Wunder-Wulfe/PianoBlox	1	A simple program for simulating keystrokes from MIDI inputs. Intended for use in video-games such as Roblox
audio	x15rte/Jukebox	1	A Roblox Piano Tool 🎹
audio	xLeviadeer/Pressure-Extra-Voicelines	1	Adds extra voiceslines to Roblox Pressure when certain events occur
camera	ringkun/Roblox-Panorama-Camera	8	Simulated Panorama View in Roblox
camera	osyrisrblx/rbxts-camera-shaker	5	roblox-ts package for Crazyman32's Roblox port of "EZ Camera Shake"
camera	Yiannis123Git/ShiftUnlocked	5	Third person camera for the Roblox engine
camera	Gabys2005/CameraSystem	3	A camera system for Roblox, mainly for the Euro/Earthvision community
camera	JustAT0rtoise/Roblox-Weapon-Kit-Fix	3	I’ve seen lots of people having problems with Roblox’s Weapons Kit, mostly with its very annoying issue of locking your camera in 3rd person mode and over yo...
camera	BertServer/2d-CameraScript-RobloxStudio	2	LocalScript in StarterPlayer - StarterPlayerScripts
camera	Coffilhg/Useful-Modules	2	All or most of the Modules here should also be available on Wally and/or https://create.roblox.com/store/category/gameplay?creatorName=coffilhg
camera	DerjenigeUberMensch/RobloxLikeCamera-Unity	2	My vauge attempt at simulating roblox's camera movement in unity
camera	Dynamic155/RobloxCameraParallax	2	Simply parallax effect for the Roblox camera for making 3D UI.
camera	MonzterDev/First-Person-Camera-Roblox	2	First Person Camera Module for Roblox!
camera	Mullets-Gavin/DiceCamera	2	A Roblox custom camera module for over-the-shoulder but not shiftlock camera. This works similarly to Ratchet & Clank.
camera	b-risk/Roblox-Freecam	1	Copied and pasted from Roblox Studio.
camera	gaminzzz/adaptive-camera-test	1	camera follows torso in roblox
camera	Golden-Monkey-Studios/GoldenShake	1	Custom wrapper for the Shake Roblox ModuleScript to extend shake functionality to UI objects and more
camera	janisfox/cutsceneModule_seraphicLabs	1	Cutscene Module is a Roblox Module to make the creation of Cutscenes way easier.
camera	JonathanKwak/R6-viewmodel-arms	1	In a default ROBLOX game, your character's arms will not follow your camera like a first person shooter's viewmodel would. This script would solve that problem.
camera	kannicom/SmootherFirstPersonCamera	1	A feature-rich, client-sided first-person camera and character movement script for Roblox, designed for smooth gameplay and easy customization. This controll...
camera	kystaxrr/roblox-profile	1	// ! VIEW YOUR CURRENT AVATAR THUMBNAIL CUSTOMIZATIONS: https://avatar.roblox.com/v1/avatar/thumbnail-customizations // ! This script is using the API of an ...
camera	lucaskankan-eng/Roblox_Prospecting-_Auto.app-Marco	1	you can auto to Dig and Shake with this app in Roblox game ==> " Prospecting! "
camera	lxzaep/VoidShadeStudio	1	Bring ReShade-style post-processing directly into Roblox Studio. Perfect for developers, lighting artists, and video editors looking to create stunning game ...
camera	NashrifZMgs/UFO	1	getgenv().credits = -- decided to release open-source, just credit me if youre gonna use this anywhere please :) [[FE UFO script made by quirky anime boy#700...
camera	ScriptBreakpoint-QK/ROBLOX-CAMERA-SYSTEM	1	A camera system that includes advanced pathfinding, camera transitions, and space discovery mechanics
camera	SNCPlay42/rbx-thumbnail-camera	1	Simple plugin for Roblox to allow saving-restoring camera positions, for thumbnails
camera	SolarScuffle-Bot/LockedCamera	1	Roblox Locked Camera, useful for Over-The-Shoulder cameras
camera	Thomas-Chabot/Overhead-Roblox-Camera	1	Designed to work in AeroGameFramework, provides a controller for working with an Overhead Camera.
camera	Tsukeruu/Camera-Bob	1	a simple camera bobbing effect created in roblox studio
combat	OrionLibrary/Orion	22	Roblox Orion UI Library made by CollateralDamage.
combat	RectangularObject/UniversalHBE	19	Universal Hitbox Extender for Roblox.
combat	Kishero/CommunityFPS	12	Community built FPS for ROBLOX
combat	Aerodymier/roblox-endorsed-weapons-fork	11	Roblox Endorsed Weapons fork with fixes and some additional features.
combat	beters02/Evostrike	11	A demo of a Source Engine inspired Tactical FPS made in Roblox Studio.
combat	astrealRBLX/Volt	10	Volt is a Roblox game framework looking to smooth the game development process by providing users with the ability to manipulate their game's control flow
combat	Froredion/Comprehensive-NPC-System	10	Comprehensive NPC System for your Roblox game by SuperbulletAI
combat	avenoirrr/Model-Uploader	9	A command line interface that has the ability to overwrite and upload scripts to the Roblox marketplace.
combat	frosteen/Roblox_LUA_Weapon_Scripts	7	A collection of Roblox LUA Weapon Scrips which I have created back around my highschool days.
combat	SirSamiboi/etoh-pp	7	A Python program that lets you see the skill level of any player of the Roblox game "Eternal Towers of Hell", including you and your friends, by assigning th...
combat	TheBoogle/Bagel-Arena	7	Fast Paced ROBLOX FPS Game
combat	GabrielNat1/blox-dutty-2021	6	"Blox Dutty is an open-source FPS game made in Lua for Roblox, developed in 2021. The project integrates various Tools codes, diverse systems, and a structur...
combat	theme222/WeirdGunGameCalc	6	A calculator to bruteforce find the best gun for the roblox game "Weird Gun Game".
combat	SEJED-DEV/pickle-infra	5	The definitive Discord utility for Roblox sellers. Professional ticketing, automated entries, and secure sales tracking built for maximum reliability and 0% ...
combat	hamtsu/combat-surf-web	4	Official Website for Combat Surf on Roblox
combat	jiwonz/zlib91.lua	4	zlib91.lua is a Lua library designed primarily for Roblox Luau. It offers text compression capabilities using the zlib and base91 algorithms. Users can easil...
combat	gakurangame/gakuran-codes	3	Hand-verified Gakuran (Roblox) redeem codes + fighting styles, drop rates & roll odds as JSON. Updated by gakurantools.com
combat	l0exy1h/Operation-Scorpion	3	Source code for the game: Operation Scorpion. An FPS game on Roblox.
combat	NotAChemist9060/DeepwokenDMGCalculator	3	Damage calculator for roblox game deepwoken
combat	sypcerr/scripts	3	A collection of well-structured Roblox Lua scripts with a strong focus on UI design and usability.
combat	Yaszu-Mage/Freedom	3	Minecraft Plugin with everything from custom ability frameworks to Roblox Minecraft Crossplay
combat	axellse/Roblox-Lithium	2	Lithium (or roblox lithium) is a roblox modification software that aims to provide customizability as well as being allowed by the Roblox TOS.
combat	Custom-Sync/Roblox-Custom-Sync-Plugin	2	A sophisticated Roblox Studio plugin that enables real-time bidirectional synchronization between Roblox Studio and Firebase Realtime Database, with intellig...
combat	dev-view/viewX	2	Crosshair system with heavy customizability primarily made for Roblox games.
combat	galenamc/Roblox-CombatSystem	2	Melee combat system in Roblox
combat	handy-z1/Roblox-FPS-Booster	2	This is a simple FPS booster for Roblox. It is a simple script that will disable some of the more resource intensive features of Roblox to help improve FPS.
combat	itsajhere/TransformGUI	2	A library for creating roblox guis with the ability to be resized and dragged.
combat	lambda-maniac/RobloxProjectile	2	Projectile class implemented for Roblox's Luau
combat	LPGhatguy/igloo	2	Immutability helpers for Roblox Lua
combat	luau-load/RobloxFpsUncapper	2	Roblox fps uncapper for web client
combat	midknightmare666/roPhysics	2	Roblox Projectile Physics Calculations
combat	NicoPielka/BLADEFALL	2	A free melee combat system for Roblox
combat	phocodes/sword-mania	2	Roblox sword fighting game!
combat	PolarityFF/Polarity	2	Roblox optimizations using advance OS capabilities.
combat	sinlerdev/Atticus	2	A modern solution for sword creation on Roblox.
combat	vosqi/RayTerminal	2	Terminal plugin for Roblox which offers a bash-like CLI that has file-read, modifying and Git capabilities
combat	wol77/Roblox	2	Roblox Codes , mini games , mine , shields , guns etc
combat	yeetinguser/tasability	2	tasability script for roblox written on lua
combat	9lokk/BronxWarsScript	1	An RGB script I created for the roblox game Bronx Wars https://www.roblox.com/games/109351086711827/FREE-GUNS-Bronx-Wars
combat	Aanuszkiewicz/CrescentHills	1	Some code samples of Crescent Hills to showcase my abilities.
combat	afraaz-llc/fps-earth	1	Browser FPS/TPS with community-built maps and fully customizable game types — Halo custom games × Roblox-style editing, no downloads. Early development.
combat	Agentic-Person/blox-project	1	Blox Buddy is the first phase of a two-part ecosystem designed to transform young people (ages 10-25) into competent Roblox game developers. This platform so...
combat	Anaminus/probably	1	A plugin for Roblox Studio to display the probability distributions of Luau functions.
combat	Anon-0101/Anime-fighting-sim-script	1	A script for Anime fighitng simulator on roblox
combat	AshrafMorningstar/roblox-charmed-icons	1	A delightful VS Code icon pack that brings magical Roblox‑themed symbols to your code, boosting UI clarity and developer joy.
combat	BalenciagaPlug/BLIKK	1	A competitive movement shooter inspired by GunZ, built for Roblox.
combat	Benjaatention/WinterBlox-FPS-	1	This program is designed to help people improve their Roblox performance. WinterBlox is an optimization program that configures Windows services and screen r...
combat	catfueledmayhem/evilhypersuite	1	A cross-platform, multi-purpose roblox utility with scripting capabilities.
combat	chitam02032025-crypto/fps-booster	1	Roblox FPS Booster + God Mode (Client Script)
combat	dandfggv/Dex3J	1	Roblox FPS and performance optimizer built for smoother gameplay and faster load times.
combat	Derek1086/fly_mov	1	Small Roblox PVP game made in a week
combat	diablodagoat/Combat_System	1	This buncha codes are a representation of a simple straight forward (No knockbacks ) combat system using Lua on roblox studio
